soil_temperature,soil_moisture,conductivity,ph,nitrogen,phosphorus,potassium,salt,air_temperature,air_humidity,is_raining,crop_label
31.5,39.8,754,7.7,28,68,19,483,34.6,61.4,False,blackgram
28.7,42.5,881,6.6,55,78,21,578,33.4,62.9,False,blackgram
24.8,44.3,812,6.73,50,64,25,518,28.8,63.4,False,blackgram
27.8,38.7,791,6.52,34,80,19,495,31.5,63.1,False,blackgram
21.9,36.4,766,7.71,20,68,23,468,25.5,64.0,False,blackgram
31.4,43.3,865,6.6,55,67,16,583,34.4,69.7,False,blackgram
30.8,37.5,751,7.4,23,70,15,483,34.6,63.1,False,blackgram
26.7,37.2,739,7.52,53,74,15,468,29.4,64.9,False,blackgram
26.7,32.6,750,7.18,26,67,16,503,29.1,67.9,False,blackgram
26.2,40.0,807,6.59,33,80,22,494,28.6,65.7,False,blackgram
25.7,35.1,827,7.14,37,79,19,534,27.5,69.3,False,blackgram
29.9,38.2,848,6.69,33,75,21,510,33.0,68.9,False,blackgram
31.5,35.2,767,7.42,22,55,20,510,34.0,70.0,False,blackgram
26.9,34.8,701,6.58,20,68,17,456,30.1,60.1,False,blackgram
26.4,41.6,826,7.5,43,68,20,505,29.6,66.2,False,blackgram
23.9,40.4,887,7.78,44,76,22,533,27.3,68.0,False,blackgram
28.6,38.1,708,7.32,34,60,16,448,31.4,64.2,False,blackgram
27.6,36.1,652,7.58,21,72,17,425,31.5,66.6,False,blackgram
27.1,37.3,748,7.11,25,68,19,467,29.4,64.3,False,blackgram
26.8,37.7,731,7.36,41,62,15,471,29.4,64.1,False,blackgram
23.6,43.9,784,7.41,28,65,23,512,28.4,61.9,False,blackgram
25.0,39.1,693,6.5,35,64,15,427,28.5,63.5,False,blackgram
26.3,32.6,707,7.17,52,58,16,463,30.6,61.1,False,blackgram
19.8,40.6,868,7.26,58,75,25,546,25.3,61.4,False,blackgram
30.4,35.6,790,7.59,34,66,19,547,33.0,60.2,False,blackgram
27.8,38.9,850,7.53,52,70,16,565,33.7,66.6,False,blackgram
28.4,42.6,752,7.25,23,57,19,487,32.8,68.0,False,blackgram
23.5,36.2,841,6.51,42,58,25,558,27.5,62.9,False,blackgram
21.4,43.1,786,7.12,37,62,17,481,25.7,69.8,False,blackgram
26.2,40.7,857,7.57,44,75,22,581,30.0,64.1,False,blackgram
23.7,36.8,759,7.35,21,80,20,484,28.2,68.3,False,blackgram
25.0,38.4,755,7.51,56,76,16,509,28.3,61.2,False,blackgram
25.1,36.9,845,7.03,29,76,15,534,28.5,64.2,False,blackgram
23.1,40.8,778,6.8,43,61,20,505,26.9,61.6,False,blackgram
29.6,31.5,706,7.16,55,60,15,474,32.8,68.8,False,blackgram
22.2,39.4,771,7.34,44,63,15,487,26.4,64.5,False,blackgram
28.5,35.9,630,6.62,29,67,21,399,29.8,63.4,False,blackgram
24.3,39.9,709,6.66,47,63,16,463,27.4,67.1,False,blackgram
30.3,38.6,750,7.73,40,68,17,451,34.1,65.1,False,blackgram
27.3,35.3,873,7.4,58,61,15,543,30.9,64.2,False,blackgram
24.7,44.0,891,6.6,41,74,18,552,28.8,61.0,False,blackgram
25.2,37.0,876,7.04,58,79,17,599,27.2,66.1,False,blackgram
26.1,38.2,726,7.35,27,62,24,445,28.6,66.8,False,blackgram
24.4,34.1,776,7.03,27,60,17,509,26.4,63.6,False,blackgram
29.0,38.1,762,6.81,52,65,20,475,32.8,66.2,False,blackgram
26.1,36.8,852,7.42,44,55,25,504,29.6,65.9,False,blackgram
31.0,36.3,702,6.85,21,62,24,438,33.5,62.7,False,blackgram
28.2,40.6,825,7.19,60,59,22,544,31.9,66.7,False,blackgram
25.9,40.4,789,7.01,33,77,21,510,30.3,65.6,False,blackgram
24.7,40.8,830,7.37,59,58,17,535,28.5,66.3,False,blackgram
27.4,38.1,733,7.26,29,63,17,468,30.0,67.9,False,blackgram
26.8,37.1,844,6.53,59,63,18,537,31.7,60.1,False,blackgram
27.2,39.8,756,6.87,29,70,15,463,30.3,63.5,False,blackgram
31.0,41.4,911,6.87,58,73,16,603,33.4,65.7,False,blackgram
29.8,40.8,803,7.76,55,77,22,533,31.4,63.0,False,blackgram
25.8,38.6,816,6.78,42,79,23,522,27.7,63.3,False,blackgram
29.7,42.3,832,7.33,44,77,21,527,32.6,61.3,False,blackgram
30.1,35.5,737,7.45,38,62,25,421,32.7,67.8,False,blackgram
27.2,38.1,722,7.6,32,76,15,474,28.1,63.5,False,lentil
16.8,36.9,753,7.73,13,61,22,471,19.4,63.3,False,lentil
26.7,35.0,722,7.49,38,60,20,411,29.8,60.6,False,lentil
18.6,34.9,648,6.63,11,74,17,409,21.4,69.9,False,lentil
23.2,36.4,775,7.32,37,71,16,509,26.3,68.5,False,lentil
19.0,42.6,680,6.41,29,71,18,454,22.2,62.1,False,lentil
22.5,41.7,717,7.84,2,72,18,444,26.6,61.0,False,lentil
23.9,36.1,626,6.14,6,59,21,415,26.6,66.1,False,lentil
14.9,31.6,633,6.59,13,64,20,409,19.1,62.6,False,lentil
25.8,36.3,656,7.29,8,58,17,422,28.8,69.2,False,lentil
23.0,33.3,649,6.06,6,77,20,439,25.8,60.3,False,lentil
21.5,36.1,656,6.66,2,75,22,436,23.9,61.8,False,lentil
26.8,34.9,640,7.3,3,69,23,428,28.7,63.2,False,lentil
25.1,36.4,899,7.82,27,80,24,566,28.4,61.8,False,lentil
17.8,32.5,761,5.93,39,78,15,514,21.4,62.6,False,lentil
18.7,32.2,719,6.4,40,79,17,488,21.1,63.2,False,lentil
21.7,38.3,752,7.4,37,62,22,463,24.0,61.6,False,lentil
21.7,38.1,799,7.72,31,60,24,519,25.4,65.9,False,lentil
25.8,35.3,691,7.48,22,67,22,455,29.0,64.5,False,lentil
15.9,40.9,683,6.89,3,78,18,430,20.2,68.7,False,lentil
24.8,38.6,665,7.44,4,80,16,421,29.2,68.0,False,lentil
13.6,39.2,761,7.63,13,61,24,484,18.3,69.7,False,lentil
24.9,33.2,613,7.34,12,66,20,445,27.4,63.4,False,lentil
21.0,33.5,577,6.75,4,61,21,349,24.8,60.1,False,lentil
25.7,37.9,666,7.52,9,60,21,396,29.9,67.3,False,lentil
20.5,41.7,706,6.35,18,66,22,430,25.9,67.6,False,lentil
18.1,35.0,719,7.14,32,56,18,468,20.0,65.8,False,lentil
20.3,33.9,663,7.67,6,72,15,438,23.0,66.7,False,lentil
22.1,38.4,730,7.4,15,77,20,455,25.1,66.9,False,lentil
26.1,37.6,652,7.84,0,65,24,418,28.5,62.4,False,lentil
15.8,35.3,716,6.25,30,79,22,468,18.3,69.5,False,lentil
20.6,39.9,675,6.87,3,63,16,395,24.4,61.2,False,lentil
18.0,35.8,700,7.32,2,78,23,473,21.3,66.4,False,lentil
15.1,37.5,731,6.3,10,78,18,485,18.5,62.7,False,lentil
22.6,37.0,617,7.24,14,67,25,384,25.3,60.9,False,lentil
21.3,35.0,781,7.69,39,65,23,469,25.4,69.1,False,lentil
29.3,39.0,752,6.89,19,72,15,485,28.8,69.8,False,lentil
24.9,37.9,707,6.16,18,57,21,446,27.4,63.9,False,lentil
24.2,34.2,777,6.17,31,58,15,504,28.3,60.2,False,lentil
25.7,38.4,723,6.86,28,58,25,465,27.5,62.0,False,lentil
15.0,31.6,680,6.98,5,65,19,405,18.3,68.1,False,lentil
24.0,33.1,690,7.04,16,65,19,497,27.6,69.3,False,lentil
21.1,31.0,674,5.94,34,65,19,404,23.4,63.2,False,lentil
19.7,37.2,759,7.24,14,69,19,478,21.0,63.7,False,lentil
22.5,34.4,682,6.52,22,55,16,446,23.8,68.0,False,lentil
18.9,37.5,581,6.23,24,61,17,350,22.6,65.4,False,lentil
18.3,32.8,569,7.51,2,79,15,348,21.5,65.5,False,lentil
27.6,33.0,661,6.95,26,63,17,420,29.9,65.7,False,lentil
22.3,36.1,783,6.96,27,61,15,492,25.3,67.1,False,lentil
23.4,34.4,737,6.55,24,70,16,472,25.2,68.9,False,lentil
22.8,29.8,681,6.46,13,74,25,434,24.1,61.1,False,lentil
18.0,29.3,755,7.07,6,64,23,476,23.3,67.4,False,lentil
17.4,38.0,781,6.77,12,58,23,512,21.7,63.4,False,lentil
25.1,29.4,721,5.92,32,79,22,489,27.6,63.5,False,lentil
19.4,39.6,638,6.71,6,68,18,416,24.4,62.5,False,lentil
23.9,34.0,620,6.38,10,79,20,432,25.0,66.9,False,lentil
25.3,32.9,768,6.31,38,77,22,544,28.2,69.3,False,lentil
23.2,39.8,699,7.39,17,74,17,480,26.0,69.6,False,lentil
24.0,36.9,838,7.5,26,68,24,531,28.0,64.1,False,lentil
21.3,40.4,722,7.2,23,75,17,466,24.9,64.0,False,lentil
21.0,37.7,707,7.01,32,78,22,447,24.0,62.4,False,lentil
16.0,32.4,676,6.68,19,79,19,432,20.1,67.8,False,lentil
17.6,37.7,627,6.74,22,60,18,407,19.6,61.3,False,lentil
26.3,36.1,671,6.55,28,69,16,452,29.8,66.3,False,lentil
24.6,38.0,707,6.55,1,67,21,467,27.5,60.5,False,lentil
23.0,41.2,683,6.59,12,67,23,442,25.6,63.1,False,lentil
18.3,34.1,668,6.92,36,67,20,434,20.4,60.5,False,lentil
22.0,35.5,761,7.44,28,70,21,487,25.4,60.5,False,lentil
20.5,37.1,694,7.14,12,71,19,413,24.9,60.7,False,lentil
25.2,35.3,729,7.75,22,68,16,429,27.7,63.2,False,lentil
14.0,40.9,760,6.3,26,66,22,494,18.1,65.1,False,lentil
14.9,39.0,688,6.08,16,65,16,460,18.1,62.5,False,lentil
21.3,38.3,767,6.77,14,59,22,466,23.8,67.9,False,lentil
20.3,33.0,730,7.64,33,59,19,481,23.2,62.7,False,lentil
23.2,40.7,758,6.56,21,63,17,509,25.1,68.2,False,lentil
23.9,33.1,668,7.07,0,69,21,425,25.9,61.9,False,lentil
16.4,33.6,544,7.73,10,75,17,358,18.4,68.1,False,lentil
22.9,33.6,699,6.16,30,61,18,419,27.1,67.0,False,lentil
19.8,38.2,662,7.24,0,74,17,423,23.3,64.5,False,lentil
22.0,38.5,756,6.9,35,74,22,466,26.7,63.0,False,lentil
16.1,33.2,586,6.82,7,63,24,390,19.6,64.5,False,lentil
23.3,35.6,584,6.26,9,56,17,400,26.1,66.8,False,lentil
26.7,40.4,861,6.49,14,74,15,573,28.0,65.6,False,lentil
25.0,37.3,685,7.04,14,76,20,464,29.1,62.1,False,lentil
22.7,41.0,898,7.69,36,65,16,547,25.7,64.1,False,lentil
18.7,36.2,708,6.25,28,67,21,446,21.8,63.7,False,lentil
20.5,36.7,795,6.05,28,79,16,468,24.7,60.3,False,lentil
17.8,37.3,788,7.0,40,61,22,518,20.9,65.8,False,lentil
21.8,37.4,774,7.27,10,70,19,508,24.8,69.0,False,lentil
20.6,31.5,824,5.96,12,80,19,519,21.9,65.2,False,lentil
23.1,36.1,735,7.08,37,77,20,478,25.9,68.7,False,lentil
27.1,36.3,717,6.59,0,67,22,447,29.8,69.4,False,lentil
24.6,37.9,666,7.29,7,73,25,423,27.5,63.1,False,lentil
24.5,36.2,718,7.33,10,56,18,434,28.0,68.6,False,lentil
18.7,33.7,709,6.37,39,70,15,446,20.8,63.9,False,lentil
19.5,38.7,776,7.01,26,56,22,505,23.1,60.4,False,lentil
19.4,39.2,687,6.28,9,77,17,439,21.7,63.6,False,lentil
21.7,36.5,665,7.62,4,59,19,422,26.3,67.6,False,lentil
17.3,37.3,779,7.63,34,73,15,503,21.0,63.8,False,lentil
19.6,39.7,693,7.8,33,77,15,444,23.9,66.3,False,lentil
21.8,40.7,621,5.92,2,24,38,417,24.6,91.6,True,pomegranate
15.9,44.0,710,5.94,6,18,37,422,19.7,89.9,True,pomegranate
15.6,43.5,635,6.8,8,26,36,411,18.8,87.4,True,pomegranate
21.0,46.2,698,6.42,37,18,39,439,24.1,94.5,True,pomegranate
20.5,45.0,732,6.74,0,27,38,444,22.4,89.9,True,pomegranate
22.0,40.5,636,6.5,31,25,38,426,25.0,92.4,True,pomegranate
19.2,44.8,731,6.33,21,21,38,480,22.6,89.3,True,pomegranate
19.5,40.1,599,6.36,6,30,40,387,22.8,91.5,True,pomegranate
15.5,50.6,754,6.92,25,27,41,480,19.2,94.3,True,pomegranate
19.0,45.7,664,6.63,15,11,38,433,23.1,92.7,True,pomegranate
23.2,46.4,562,5.83,14,5,36,343,24.9,85.2,True,pomegranate
22.4,41.4,615,6.74,16,10,41,397,24.8,85.6,True,pomegranate
18.5,43.6,611,5.78,36,7,37,365,19.9,86.4,True,pomegranate
21.9,45.3,622,6.54,4,20,41,411,24.3,93.8,True,pomegranate
20.0,45.2,778,6.15,29,22,40,480,23.6,89.7,True,pomegranate
16.8,47.1,702,6.89,16,15,42,459,19.7,89.1,True,pomegranate
18.9,42.4,669,7.18,18,27,41,447,22.4,92.3,True,pomegranate
20.6,45.4,573,5.94,11,18,42,388,21.6,94.9,True,pomegranate
14.5,51.9,722,5.71,5,15,38,479,18.3,88.2,True,pomegranate
18.9,48.1,772,6.18,18,23,44,479,23.7,89.6,True,pomegranate
18.8,44.7,600,6.55,9,8,40,397,22.5,89.9,True,pomegranate
17.6,44.7,727,5.89,40,27,45,447,21.7,94.8,True,pomegranate
17.0,47.1,748,6.14,22,23,44,527,20.1,89.3,True,pomegranate
16.5,48.1,745,6.1,9,16,39,451,18.4,91.1,True,pomegranate
15.3,50.2,654,6.59,12,29,40,409,19.7,89.8,True,pomegranate
18.1,47.0,736,6.86,0,17,42,443,23.2,91.2,True,pomegranate
13.9,50.1,756,6.57,2,21,44,468,18.9,87.3,True,pomegranate
18.0,47.9,700,6.77,28,6,40,474,22.1,91.3,True,pomegranate
14.5,44.7,698,7.13,8,23,44,445,18.5,89.7,True,pomegranate
15.9,52.6,824,5.74,29,16,36,509,19.8,88.9,True,pomegranate
21.4,44.9,666,5.84,17,18,43,436,24.5,90.8,True,pomegranate
14.1,42.6,840,6.65,34,21,42,541,18.8,89.9,True,pomegranate
16.6,48.2,636,6.9,21,23,42,432,19.5,90.3,True,pomegranate
17.5,42.4,710,6.61,25,17,40,436,18.9,87.7,True,pomegranate
16.8,49.8,624,6.83,8,25,36,382,19.9,95.0,True,pomegranate
16.9,49.9,781,6.91,26,18,42,485,19.7,89.6,True,pomegranate
21.9,41.2,724,6.31,4,19,42,491,23.8,87.8,True,pomegranate
22.2,44.3,724,7.01,36,24,41,461,24.9,94.3,True,pomegranate
19.4,47.1,633,6.3,5,24,40,414,24.7,93.9,True,pomegranate
22.0,41.4,675,6.73,19,17,39,428,24.7,85.6,True,pomegranate
15.9,47.0,754,6.97,39,30,38,524,20.1,87.6,True,pomegranate
17.8,46.6,743,5.58,5,29,44,452,21.0,93.1,True,pomegranate
18.5,41.3,604,7.2,4,24,43,393,22.4,88.2,True,pomegranate
16.4,43.3,706,5.84,38,21,35,430,20.3,89.4,True,pomegranate
21.5,41.7,675,6.71,37,11,36,409,24.2,85.6,True,pomegranate
22.4,48.1,715,5.97,9,25,41,446,24.8,91.9,True,pomegranate
17.9,37.1,759,5.56,29,22,43,471,19.7,88.0,True,pomegranate
19.1,41.8,638,6.11,5,21,38,387,22.4,90.3,True,pomegranate
20.4,49.9,776,6.99,22,26,38,500,22.9,85.1,True,pomegranate
21.2,37.8,569,7.13,4,18,37,315,22.9,85.4,True,pomegranate
22.9,41.6,642,7.09,21,6,41,460,24.9,89.4,True,pomegranate
21.0,45.0,659,6.75,29,21,45,406,23.4,93.1,True,pomegranate
17.7,44.3,580,7.16,23,5,44,360,21.2,94.3,True,pomegranate
14.4,44.4,627,7.01,13,7,43,413,18.2,91.1,True,pomegranate
20.2,44.6,646,5.65,5,13,37,410,22.3,89.8,True,pomegranate
20.8,44.1,700,6.61,27,24,41,438,24.3,90.9,True,pomegranate
15.6,39.8,655,7.05,7,23,35,415,19.8,88.7,True,pomegranate
15.6,47.8,678,6.03,12,20,39,390,19.9,86.2,True,pomegranate
15.0,45.3,581,5.78,4,19,43,370,18.1,93.1,True,pomegranate
19.2,41.8,701,6.54,3,9,45,424,23.9,89.6,True,pomegranate
21.0,45.8,665,5.68,1,27,36,404,24.0,93.3,True,pomegranate
16.2,46.6,802,6.12,23,30,44,516,20.9,85.4,True,pomegranate
17.6,49.6,803,7.0,24,21,42,485,20.8,87.2,True,pomegranate
19.3,41.2,688,6.28,13,30,37,442,20.9,91.6,True,pomegranate
19.7,49.2,839,6.32,40,11,44,528,24.5,86.1,True,pomegranate
20.2,46.1,747,5.96,21,9,40,495,24.5,90.6,True,pomegranate
19.8,40.4,628,6.59,3,27,44,406,24.6,92.0,True,pomegranate
23.5,43.0,730,7.1,40,29,42,421,24.6,89.0,True,pomegranate
16.3,46.8,698,6.41,14,25,40,471,20.1,91.0,True,pomegranate
18.9,47.1,759,6.66,38,14,37,526,21.8,94.6,True,pomegranate
20.0,43.2,622,6.28,34,9,36,412,22.8,86.3,True,pomegranate
18.0,44.4,644,6.83,32,14,37,404,22.7,88.5,True,pomegranate
20.3,52.1,688,6.37,18,21,35,424,23.3,94.9,True,pomegranate
17.3,42.3,598,7.01,8,23,38,366,19.3,87.2,True,pomegranate
16.1,44.6,642,6.9,15,6,41,421,19.0,88.8,True,pomegranate
20.3,46.5,620,6.15,0,5,36,414,24.4,90.9,True,pomegranate
21.3,43.1,673,5.74,22,9,44,409,24.7,88.9,True,pomegranate
18.7,44.5,714,7.05,14,8,43,472,21.9,94.5,True,pomegranate
21.0,46.2,690,6.03,31,11,45,429,24.8,86.9,True,pomegranate
13.3,49.7,729,6.92,39,17,45,461,18.1,90.4,True,pomegranate
16.6,44.7,653,6.89,10,5,42,449,20.2,91.1,True,pomegranate
21.7,38.0,622,6.84,8,28,38,369,23.2,94.4,True,pomegranate
21.0,48.8,761,5.79,32,13,42,479,23.5,93.0,True,pomegranate
16.2,40.0,558,5.63,18,9,40,324,19.4,89.0,True,pomegranate
17.9,44.8,738,5.7,20,27,41,474,20.5,92.5,True,pomegranate
15.8,49.9,743,5.57,39,25,36,500,18.9,95.0,True,pomegranate
15.0,47.7,662,6.08,20,7,45,389,18.9,89.2,True,pomegranate
19.2,42.2,591,6.4,11,10,45,381,22.6,88.5,True,pomegranate
15.4,41.9,752,5.77,40,18,43,528,19.4,86.8,True,pomegranate
21.7,39.8,684,7.08,3,26,39,439,24.4,91.2,True,pomegranate
22.1,44.3,674,5.89,9,16,36,420,23.8,92.9,True,pomegranate
18.7,40.5,636,7.06,30,20,38,391,22.6,93.2,True,pomegranate
22.3,40.9,597,5.78,40,9,41,394,24.4,85.4,True,pomegranate
16.2,43.5,734,6.27,40,30,35,483,20.9,91.1,True,pomegranate
14.8,46.2,735,5.89,32,25,35,430,18.1,85.7,True,pomegranate
14.3,40.1,734,7.12,33,23,45,451,20.0,85.8,True,pomegranate
16.9,49.9,651,6.43,4,14,41,405,19.9,89.8,True,pomegranate
15.5,44.1,719,7.16,13,17,45,439,21.3,92.7,True,pomegranate
20.0,44.5,766,6.43,39,24,39,448,23.7,93.3,True,pomegranate
20.1,47.8,650,6.08,8,28,37,406,23.9,86.2,True,pomegranate
25.6,38.9,1049,6.15,91,94,46,672,29.4,76.2,False,banana
24.7,47.2,1236,5.85,105,95,50,784,27.3,83.7,True,banana
23.7,41.5,1212,6.28,108,92,53,758,27.4,83.0,True,banana
26.2,43.5,1091,5.93,86,76,54,701,29.3,80.1,False,banana
21.0,39.3,1043,5.52,80,77,49,659,26.1,79.4,True,banana
22.5,45.9,1133,6.08,93,94,53,739,25.9,84.4,True,banana
21.2,41.9,1128,6.13,90,92,55,716,27.0,80.2,True,banana
28.8,41.0,1195,5.81,108,89,53,778,29.6,78.1,True,banana
22.0,48.7,1203,5.89,108,88,55,730,26.3,83.4,True,banana
26.4,46.8,1159,5.82,105,77,52,696,29.2,76.2,True,banana
25.7,41.7,1257,5.84,118,88,52,818,28.7,82.7,True,banana
25.0,41.8,1137,6.38,101,87,54,751,29.1,76.5,True,banana
24.2,47.1,1105,5.62,95,75,50,709,28.1,75.3,True,banana
24.5,48.3,1263,5.92,106,85,53,812,27.2,78.8,True,banana
26.8,37.2,1021,6.46,86,95,49,641,28.1,78.0,True,banana
21.4,49.4,1167,5.57,83,79,55,766,25.1,83.3,True,banana
22.7,40.8,1033,6.21,85,95,47,623,25.9,78.3,True,banana
24.3,44.7,1203,6.49,109,79,45,734,27.7,79.7,True,banana
22.2,39.3,1071,5.59,100,76,45,692,25.6,75.9,True,banana
25.7,43.0,1098,6.23,117,86,48,686,28.7,82.5,True,banana
23.1,45.7,1304,6.19,114,94,53,827,26.3,76.9,True,banana
23.5,43.4,1245,5.92,110,78,50,780,25.9,78.9,True,banana
22.6,41.1,1086,6.2,94,70,48,691,25.1,84.9,False,banana
25.2,45.6,1150,6.16,80,71,47,752,27.5,80.8,True,banana
23.6,43.3,1063,6.31,114,79,51,673,26.2,82.3,True,banana
27.7,39.8,1071,6.32,88,78,45,679,29.1,79.2,False,banana
25.0,39.7,1067,5.71,112,73,48,675,29.2,77.3,False,banana
22.1,41.7,1160,6.12,117,76,47,737,25.6,77.4,False,banana
21.7,42.2,1183,5.57,111,87,48,757,26.4,81.4,True,banana
24.4,43.3,1206,5.63,89,83,47,752,28.1,77.8,True,banana
25.1,51.5,1263,6.1,93,91,47,775,27.8,83.3,True,banana
23.3,44.9,1163,6.44,92,81,52,724,27.4,81.5,False,banana
23.5,46.1,1140,6.1,105,74,45,719,25.1,81.4,True,banana
25.8,40.0,993,5.7,102,71,48,659,28.7,79.3,True,banana
26.5,46.9,1198,5.62,94,91,51,742,29.2,76.7,True,banana
25.7,39.3,1064,6.44,116,71,47,680,27.6,82.1,False,banana
20.5,47.2,1253,6.18,117,79,49,840,25.4,82.4,True,banana
23.4,43.7,1168,6.22,119,72,55,750,26.0,83.3,True,banana
24.9,46.3,1112,5.87,99,73,53,699,26.3,81.1,True,banana
25.0,44.8,1125,6.39,91,84,52,722,29.1,78.7,True,banana
23.4,47.0,1158,6.21,80,90,47,757,26.6,79.4,True,banana
21.7,49.8,1121,6.01,101,70,48,721,25.4,75.0,True,banana
25.6,36.5,1107,5.91,108,89,53,728,29.1,80.2,True,banana
23.5,41.4,1118,6.05,100,80,52,713,27.5,77.3,True,banana
27.3,46.0,1130,6.01,109,91,53,689,29.7,83.5,True,banana
22.6,47.2,1186,5.74,82,78,46,751,25.1,85.0,True,banana
22.6,44.5,1137,5.74,106,70,55,739,25.9,78.5,True,banana
24.1,46.8,1168,5.79,90,86,52,775,25.9,82.0,True,banana
22.8,38.9,1072,5.51,83,95,50,663,26.5,77.8,True,banana
25.4,44.6,1238,5.99,119,90,48,785,28.7,79.6,True,banana
24.6,44.2,1063,5.79,107,72,45,696,28.1,81.5,False,banana
25.1,41.3,1150,5.92,116,81,55,744,26.4,83.7,True,banana
23.2,44.2,1103,6.24,101,75,50,693,26.6,81.4,True,banana
24.4,39.3,1031,6.04,93,81,50,632,27.7,76.6,True,banana
23.6,45.8,1122,5.83,95,75,45,733,29.0,83.0,True,banana
25.0,42.9,1118,6.09,107,71,55,673,29.4,84.0,True,banana
22.8,37.8,1072,6.47,83,94,47,668,27.4,81.1,True,banana
22.9,46.5,1135,5.72,102,73,54,723,26.4,84.4,True,banana
24.4,40.8,1077,5.81,86,79,45,692,27.8,82.7,True,banana
21.4,40.8,1310,5.7,117,86,53,846,25.2,83.6,True,banana
25.2,44.9,1237,6.17,111,79,53,796,28.3,75.8,True,banana
23.7,42.6,1048,6.0,95,74,50,662,25.9,80.5,True,banana
23.7,45.1,1126,6.21,91,75,55,718,27.5,76.1,True,banana
25.2,49.0,1135,5.77,93,83,46,729,29.4,83.5,True,banana
24.6,41.3,1235,5.74,92,85,51,772,29.2,81.1,True,banana
23.3,43.6,1164,5.88,104,80,54,747,27.1,81.3,True,banana
23.3,40.6,1132,6.1,103,72,51,681,26.1,81.8,True,banana
25.3,40.7,1049,5.67,92,75,45,642,29.0,78.0,False,banana
23.2,43.6,1254,5.69,93,85,49,784,28.0,79.3,True,banana
25.9,46.4,1173,5.91,120,87,52,755,28.1,76.1,True,banana
21.7,42.4,1101,6.11,108,72,46,702,25.2,85.0,False,banana
23.4,47.9,1129,6.02,105,88,54,690,25.8,84.5,True,banana
20.1,44.0,1142,6.44,98,79,50,744,25.3,84.5,False,banana
27.6,38.2,1195,5.51,111,88,55,778,29.4,78.3,True,banana
21.2,43.2,1137,5.68,97,74,45,729,26.5,78.5,True,banana
22.7,43.1,1176,5.72,95,82,48,738,27.4,83.3,False,banana
22.9,38.7,1100,6.28,89,91,55,701,25.1,80.3,False,banana
24.3,42.6,1049,6.28,89,85,55,693,26.7,76.5,False,banana
22.0,41.8,1209,6.2,118,88,51,827,25.4,79.5,True,banana
26.5,45.6,1225,5.76,101,92,45,782,28.2,80.6,True,banana
24.3,43.6,1169,6.32,99,92,47,773,28.1,77.5,True,banana
26.3,39.5,1119,5.9,82,77,46,749,28.9,82.2,True,banana
25.6,43.6,1140,5.64,90,86,55,732,28.0,84.2,True,banana
24.1,45.1,1092,6.24,95,88,52,686,28.0,78.9,False,banana
27.8,39.0,1110,6.28,104,73,46,710,29.1,80.1,False,banana
26.2,38.5,1191,6.36,102,73,52,748,27.9,83.4,False,banana
22.4,42.8,1138,5.84,100,74,52,742,25.4,81.5,True,banana
22.6,45.0,1206,5.65,94,89,48,785,28.6,84.5,True,banana
22.9,45.2,1024,5.73,99,70,46,686,26.6,83.0,True,banana
24.3,39.0,1160,6.2,112,87,48,730,27.2,77.4,True,banana
21.4,42.8,1201,5.61,117,82,45,764,25.3,79.3,True,banana
24.9,43.1,1164,6.26,96,86,51,769,29.9,77.0,False,banana
24.3,40.2,1173,6.04,113,85,45,734,27.9,76.6,True,banana
21.8,43.9,1194,5.76,105,93,46,792,25.0,78.8,True,banana
25.8,45.8,1102,6.16,85,89,51,730,29.2,84.7,True,banana
22.5,42.3,1323,6.39,108,94,47,869,27.4,84.5,False,banana
24.7,42.6,1124,5.89,92,81,52,710,28.0,76.5,True,banana
25.5,42.1,1109,5.73,110,71,54,707,28.7,82.2,False,banana
24.6,41.4,1044,6.28,82,75,55,672,27.3,78.5,False,banana
25.5,41.7,1248,5.51,117,81,53,823,29.5,78.2,True,banana
27.7,34.4,489,5.95,2,40,27,317,29.7,47.5,False,mango
32.8,42.4,716,4.76,39,24,31,469,33.6,53.7,True,mango
24.3,37.0,531,5.7,21,26,27,326,27.0,47.7,True,mango
30.4,43.7,741,5.98,25,22,25,476,33.6,45.5,True,mango
33.2,39.0,687,6.43,0,21,32,459,35.9,54.3,False,mango
31.6,39.5,610,6.11,20,19,35,384,34.2,50.6,True,mango
26.7,37.0,592,5.07,19,21,34,367,30.0,53.2,True,mango
28.2,34.7,598,5.67,18,17,31,355,31.7,45.2,False,mango
31.9,43.0,597,5.98,11,36,33,422,36.0,52.2,True,mango
28.3,37.0,676,5.06,30,28,30,458,31.9,52.2,True,mango
26.1,35.9,563,4.77,18,19,27,371,27.8,52.3,False,mango
32.1,34.7,574,5.16,23,23,27,361,34.7,51.4,True,mango
25.5,38.2,618,6.8,37,30,34,455,27.5,53.6,True,mango
26.4,41.8,641,6.39,11,27,30,387,27.7,48.6,False,mango
22.8,37.4,579,5.57,12,19,31,347,27.3,52.7,False,mango
26.4,36.2,664,5.76,3,28,33,418,30.3,48.9,False,mango
30.1,39.5,753,5.42,37,38,32,479,31.9,45.5,False,mango
31.6,34.5,673,6.17,26,37,30,388,35.4,49.5,True,mango
27.9,39.4,602,5.19,14,18,30,399,29.8,52.1,True,mango
29.8,40.3,672,4.95,40,16,35,430,34.2,54.2,True,mango
26.2,37.5,560,5.66,4,20,25,383,28.9,47.9,True,mango
24.5,39.1,724,5.55,36,25,33,450,28.0,53.3,True,mango
